date,symbol,yahoo_ticker,close_price,source,close,ret_1d,sma_50,sma_200,ema_20,rsi_14,macd,macd_signal,macd_hist,atr_14,vol_20,high_252,dist_to_52w_high,peak_close,drawdown,vol_sma_20,vol_spike,trend_long,rsi_state
2026-02-06,JINS,JINS-N0000.CM,36.7,weekly,36.7,,,,36.7,,0.0,0.0,0.0,,,,,36.7,0.0,,,DOWN,NORMAL
2026-02-06,JKH,JKH-N0000.CM,190.5,weekly,190.5,,,,190.5,,0.0,0.0,0.0,,,,,190.5,0.0,,,DOWN,NORMAL
2026-02-06,JKL,JKL-N0000.CM,67.0,weekly,67.0,,,,67.0,,0.0,0.0,0.0,,,,,67.0,0.0,,,DOWN,NORMAL
2026-02-06,KAHA,KAHA-N0000.CM,17.0,weekly,17.0,,,,17.0,,0.0,0.0,0.0,,,,,17.0,0.0,,,DOWN,NORMAL
2026-02-06,KCAB,KCAB-N0000.CM,287.75,weekly,287.75,,,,287.75,,0.0,0.0,0.0,,,,,287.75,0.0,,,DOWN,NORMAL
2026-02-06,KFP,KFP-N0000.CM,160.25,weekly,160.25,,,,160.25,,0.0,0.0,0.0,,,,,160.25,0.0,,,DOWN,NORMAL
2026-02-06,KGAL,KGAL-N0000.CM,113.0,weekly,113.0,,,,113.0,,0.0,0.0,0.0,,,,,113.0,0.0,,,DOWN,NORMAL
2026-02-06,KHC,KHC-N0000.CM,7.8,weekly,7.8,,,,7.8,,0.0,0.0,0.0,,,,,7.8,0.0,,,DOWN,NORMAL
2026-02-06,KHL,KHL-N0000.CM,16.9,weekly,16.9,,,,16.9,,0.0,0.0,0.0,,,,,16.9,0.0,,,DOWN,NORMAL
2026-02-06,KOTA,KOTA-N0000.CM,5.9,weekly,5.9,,,,5.9,,0.0,0.0,0.0,,,,,5.9,0.0,,,DOWN,NORMAL
2026-02-06,KPHL,KPHL-N0000.CM,6.9,weekly,6.9,,,,6.9,,0.0,0.0,0.0,,,,,6.9,0.0,,,DOWN,NORMAL
2026-02-06,KVAL,KVAL-N0000.CM,74.2,weekly,74.2,,,,74.2,,0.0,0.0,0.0,,,,,74.2,0.0,,,DOWN,NORMAL
2026-02-06,KZOO,KZOO-N0000.CM,7.5,weekly,7.5,,,,7.5,,0.0,0.0,0.0,,,,,7.5,0.0,,,DOWN,NORMAL
2026-02-06,LALU,LALU-N0000.CM,23.3,weekly,23.3,,,,23.3,,0.0,0.0,0.0,,,,,23.3,0.0,,,DOWN,NORMAL
2026-02-06,LAMB,LAMB-N0000.CM,389.5,weekly,389.5,,,,389.5,,0.0,0.0,0.0,,,,,389.5,0.0,,,DOWN,NORMAL
2026-02-06,LCBF,,8.8,weekly,8.8,,,,8.8,,0.0,0.0,0.0,,,,,8.8,0.0,,,DOWN,NORMAL
2026-02-06,LCEY,LCEY-N0000.CM,75.6,weekly,75.6,,,,75.6,,0.0,0.0,0.0,,,,,75.6,0.0,,,DOWN,NORMAL
2026-02-06,LDEV,LDEV-N0000.CM,15.5,weekly,15.5,,,,15.5,,0.0,0.0,0.0,,,,,15.5,0.0,,,DOWN,NORMAL
2026-02-06,LFIN,LFIN-N0000.CM,66.0,weekly,66.0,,,,66.0,,0.0,0.0,0.0,,,,,66.0,0.0,,,DOWN,NORMAL
2026-02-06,LGIL,,8.5,weekly,8.5,,,,8.5,,0.0,0.0,0.0,,,,,8.5,0.0,,,DOWN,NORMAL
2026-02-06,LGL,LGL-X0000.CM,18.7,weekly,18.7,,,,18.7,,0.0,0.0,0.0,,,,,18.7,0.0,,,DOWN,NORMAL
2026-02-06,LHCL,LHCL-N0000.CM,105.0,weekly,105.0,,,,105.0,,0.0,0.0,0.0,,,,,105.0,0.0,,,DOWN,NORMAL
2026-02-06,LHL,LHL-N0000.CM,43.1,weekly,43.1,,,,43.1,,0.0,0.0,0.0,,,,,43.1,0.0,,,DOWN,NORMAL
2026-02-06,LIOC,LIOC-N0000.CM,119.0,weekly,119.0,,,,119.0,,0.0,0.0,0.0,,,,,119.0,0.0,,,DOWN,NORMAL
2026-02-06,LION,LION-N0000.CM,1023.75,weekly,1023.75,,,,1023.75,,0.0,0.0,0.0,,,,,1023.75,0.0,,,DOWN,NORMAL
2026-02-06,LITE,LITE-N0000.CM,16.9,weekly,16.9,,,,16.9,,0.0,0.0,0.0,,,,,16.9,0.0,,,DOWN,NORMAL
2026-02-06,LLUB,LLUB-N0000.CM,120.0,weekly,120.0,,,,120.0,,0.0,0.0,0.0,,,,,120.0,0.0,,,DOWN,NORMAL
2026-02-06,LMF,LMF-N0000.CM,27.8,weekly,27.8,,,,27.8,,0.0,0.0,0.0,,,,,27.8,0.0,,,DOWN,NORMAL
2026-02-06,LOFC,LOFC-N0000.CM,6.1,weekly,6.1,,,,6.1,,0.0,0.0,0.0,,,,,6.1,0.0,,,DOWN,NORMAL
2026-02-06,LOLC,LOLC-N0000.CM,430.75,weekly,430.75,,,,430.75,,0.0,0.0,0.0,,,,,430.75,0.0,,,DOWN,NORMAL
2026-02-06,LPL,LPL,3.87,weekly,3.87,,,,3.87,,0.0,0.0,0.0,,,,,3.87,0.0,,,DOWN,NORMAL
2026-02-06,LPRT,LPRT-N0000.CM,189.0,weekly,189.0,,,,189.0,,0.0,0.0,0.0,,,,,189.0,0.0,,,DOWN,NORMAL
2026-02-06,LUMX,,7.1,weekly,7.1,,,,7.1,,0.0,0.0,0.0,,,,,7.1,0.0,,,DOWN,NORMAL
2026-02-06,LVEF,LVEF-N0000.CM,4.4,weekly,4.4,,,,4.4,,0.0,0.0,0.0,,,,,4.4,0.0,,,DOWN,NORMAL
2026-02-06,LVEN,LVEN-N0000.CM,28.0,weekly,28.0,,,,28.0,,0.0,0.0,0.0,,,,,28.0,0.0,,,DOWN,NORMAL
