date,symbol,yahoo_ticker,close_price,source,close,ret_1d,sma_50,sma_200,ema_20,rsi_14,macd,macd_signal,macd_hist,atr_14,vol_20,high_252,dist_to_52w_high,peak_close,drawdown,vol_sma_20,vol_spike,trend_long,rsi_state
2026-02-04,AAF,AAF-N0000.CM,13.2,yahoo,13.2,,,,13.2,,0.0,0.0,0.0,,,,,13.2,0.0,,,DOWN,NORMAL
2026-02-04,AAIC,AAIC-N0000.CM,63.9,yahoo,63.9,,,,63.9,,0.0,0.0,0.0,,,,,63.9,0.0,,,DOWN,NORMAL
2026-02-04,ABAN,ABAN-N0000.CM,208.0,yahoo,208.0,,,,208.0,,0.0,0.0,0.0,,,,,208.0,0.0,,,DOWN,NORMAL
2026-02-04,ABL,ABL-N0000.CM,21.1,yahoo,21.1,,,,21.1,,0.0,0.0,0.0,,,,,21.1,0.0,,,DOWN,NORMAL
2026-02-04,ACAP,ACAP-N0000.CM,3.7,yahoo,3.7,,,,3.7,,0.0,0.0,0.0,,,,,3.7,0.0,,,DOWN,NORMAL
2026-02-04,ACL,ACL-N0000.CM,82.4,yahoo,82.4,,,,82.4,,0.0,0.0,0.0,,,,,82.4,0.0,,,DOWN,NORMAL
2026-02-04,ACME,ACME-N0000.CM,5.4,yahoo,5.4,,,,5.4,,0.0,0.0,0.0,,,,,5.4,0.0,,,DOWN,NORMAL
2026-02-04,AEL,AEL-N0000.CM,22.3,yahoo,22.3,,,,22.3,,0.0,0.0,0.0,,,,,22.3,0.0,,,DOWN,NORMAL
2026-02-04,AFS,AFS-N0000.CM,6.7,yahoo,6.7,,,,6.7,,0.0,0.0,0.0,,,,,6.7,0.0,,,DOWN,NORMAL
2026-02-04,AFSL,AFSL-N0000.CM,20.8,yahoo,20.8,,,,20.8,,0.0,0.0,0.0,,,,,20.8,0.0,,,DOWN,NORMAL
2026-02-04,AGAL,AGAL-N0000.CM,33.3,yahoo,33.3,,,,33.3,,0.0,0.0,0.0,,,,,33.3,0.0,,,DOWN,NORMAL
2026-02-04,AGPL,AGPL-N0000.CM,7.2,yahoo,7.2,,,,7.2,,0.0,0.0,0.0,,,,,7.2,0.0,,,DOWN,NORMAL
2026-02-04,AGST,AGST-X0000.CM,7.7,yahoo,7.7,,,,7.7,,0.0,0.0,0.0,,,,,7.7,0.0,,,DOWN,NORMAL
2026-02-04,AHPL,AHPL-N0000.CM,55.0,yahoo,55.0,,,,55.0,,0.0,0.0,0.0,,,,,55.0,0.0,,,DOWN,NORMAL
2026-02-04,AHUN,AHUN-N0000.CM,63.0,yahoo,63.0,,,,63.0,,0.0,0.0,0.0,,,,,63.0,0.0,,,DOWN,NORMAL
2026-02-04,AINS,AINS-N0000.CM,20.2,yahoo,20.2,,,,20.2,,0.0,0.0,0.0,,,,,20.2,0.0,,,DOWN,NORMAL
2026-02-04,ALLI,ALLI-N0000.CM,99.4,yahoo,99.4,,,,99.4,,0.0,0.0,0.0,,,,,99.4,0.0,,,DOWN,NORMAL
2026-02-04,ALUM,ALUM-N0000.CM,11.5,yahoo,11.5,,,,11.5,,0.0,0.0,0.0,,,,,11.5,0.0,,,DOWN,NORMAL
2026-02-04,AMF,AMF-N0000.CM,21.5,yahoo,21.5,,,,21.5,,0.0,0.0,0.0,,,,,21.5,0.0,,,DOWN,NORMAL
2026-02-04,AMSL,AMSL-N0000.CM,12.1,yahoo,12.1,,,,12.1,,0.0,0.0,0.0,,,,,12.1,0.0,,,DOWN,NORMAL
2026-02-04,APLA,APLA-N0000.CM,413.5,yahoo,413.5,,,,413.5,,0.0,0.0,0.0,,,,,413.5,0.0,,,DOWN,NORMAL
2026-02-04,ASCO,ASCO-N0000.CM,11.0,yahoo,11.0,,,,11.0,,0.0,0.0,0.0,,,,,11.0,0.0,,,DOWN,NORMAL
2026-02-04,ASHO,ASHO-N0000.CM,799.5,yahoo,799.5,,,,799.5,,0.0,0.0,0.0,,,,,799.5,0.0,,,DOWN,NORMAL
2026-02-04,ASIR,ASIR-N0000.CM,24.2,yahoo,24.2,,,,24.2,,0.0,0.0,0.0,,,,,24.2,0.0,,,DOWN,NORMAL
2026-02-04,ASIY,ASIY-N0000.CM,4.2,yahoo,4.2,,,,4.2,,0.0,0.0,0.0,,,,,4.2,0.0,,,DOWN,NORMAL
2026-02-04,ASPH,ASPH-N0000.CM,0.3,yahoo,0.3,,,,0.3,,0.0,0.0,0.0,,,,,0.3,0.0,,,DOWN,NORMAL
2026-02-04,ATL,ATL-N0000.CM,11.5,yahoo,11.5,,,,11.5,,0.0,0.0,0.0,,,,,11.5,0.0,,,DOWN,NORMAL
2026-02-04,ATLL,ATLL-N0000.CM,24.2,yahoo,24.2,,,,24.2,,0.0,0.0,0.0,,,,,24.2,0.0,,,DOWN,NORMAL
2026-02-04,AUTO,AUTO-N0000.CM,101.25,yahoo,101.25,,,,101.25,,0.0,0.0,0.0,,,,,101.25,0.0,,,DOWN,NORMAL
2026-02-04,BALA,BALA-N0000.CM,46.9,yahoo,46.9,,,,46.9,,0.0,0.0,0.0,,,,,46.9,0.0,,,DOWN,NORMAL
2026-02-04,BBH,BBH-N0000.CM,13.8,yahoo,13.8,,,,13.8,,0.0,0.0,0.0,,,,,13.8,0.0,,,DOWN,NORMAL
2026-02-04,BERU,BERU-N0000.CM,2.7,yahoo,2.7,,,,2.7,,0.0,0.0,0.0,,,,,2.7,0.0,,,DOWN,NORMAL
2026-02-04,BFL,BFL-N0000.CM,165.0,yahoo,165.0,,,,165.0,,0.0,0.0,0.0,,,,,165.0,0.0,,,DOWN,NORMAL
2026-02-04,BFN,BFN-N0000.CM,8.2,yahoo,8.2,,,,8.2,,0.0,0.0,0.0,,,,,8.2,0.0,,,DOWN,NORMAL
2026-02-04,BIL,BIL-N0000.CM,5.5,yahoo,5.5,,,,5.5,,0.0,0.0,0.0,,,,,5.5,0.0,,,DOWN,NORMAL
2026-02-04,BLUE,BLUE-N0000.CM,0.3,yahoo,0.3,,,,0.3,,0.0,0.0,0.0,,,,,0.3,0.0,,,DOWN,NORMAL
